ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"177.11.84.34","elite","AS52939","BR","Minas Turbo Provedor de Internet","185","Minas Turbo Provedor de Internet","5678","socks4","107","30057","2021-08-31T11:02:03.719Z","100","1","1"
"43.245.218.195","elite","AS24492","KH","WiCAM Corporation Ltd","190","WiCAM Corporation Ltd.","5678","socks4","56","387","2021-08-31T11:02:03.189Z","100","1","1"
"176.97.162.228","elite","AS57333","RU","route1","212","KaspiyTelekom Ltd.","5678","socks4","33","230","2021-08-31T11:02:03.071Z","100","1","1"
"187.111.88.193","elite","AS53147","BR","Fontes Solucoes Tecnologicas Ltda","209","Fontes Solucoes Tecnologicas Ltda","5678","socks4","53","1","2021-08-31T11:02:03.817Z","100","1","1"
"167.249.110.27","elite","AS265160","BR","Full Tech Telecom","157","Full Tech Telecom","5678","socks4","52","1","2021-08-31T11:02:03.244Z","100","1","1"
"190.226.32.241","elite","AS52371","AR","XF Comunicaciones S.A.","205","XF Comunicaciones S.A","5678","socks4","35","1","2021-08-31T11:02:03.399Z","100","1","1"
"202.44.106.17","elite","AS38011","BD","GramBangla Systems Limited","258","Gbsl","5678","socks4","38","1282","2021-08-31T11:02:03.584Z","100","1","1"
"201.182.151.206","elite","AS264668","EC","Nedetel S.A.","165","Nedetel S.A","5678","socks4","34","355","2021-08-31T11:02:03.433Z","100","1","1"
"217.196.66.59","elite","AS20704","AT","www.funknetz.at GmbH","173","www.Funknetz.at LE GmbH","5678","socks4","35","1","2021-08-31T11:02:03.455Z","100","1","1"
"190.252.104.162","elite","AS22368","CO","Telebucaramanga S.a. E.S.P.","142","Colombia Telecomunicaciones S.a. ESP","5678","socks4","34","288","2021-08-31T11:02:03.454Z","100","1","1"
"213.81.178.251","elite","AS6855","SK","Slovak Telecom AS6855","175","Slovak Telekom, a.s.","4145","socks4","51","3393","2021-08-31T11:02:03.310Z","100","1","1"
"43.225.65.246","elite","AS58495","ID","HSPNET","183","N/A","5430","socks4","72","399","2021-08-31T11:02:02.659Z","100","1","1"
"200.85.137.225","elite","AS265708","AR","WARI.NET COMUNICACIONES S.R.L","257","WARI.NET COMUNICACIONES S.R.L","4153","socks4","48","1","2021-08-31T11:02:02.171Z","100","1","1"
"177.10.44.160","elite","AS263591","BR","Stone TelecomunicaÔÔes LTDA ME","301","Stone Telecomunicações LTDA ME","5678","socks4","39","1","2021-08-31T11:02:02.130Z","100","1","1"
