ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"106.245.183.58","elite","AS3786","KR","LG DACOM Corporation","136","Boranet","4145","socks4","48","N/A","2021-08-31T11:35:32.184Z"
"105.234.155.26","elite","AS37440","MW","Airtel Malawi","336","N/A","5678","socks4","34","N/A","2021-08-31T11:35:31.510Z"
"177.126.198.63","elite","AS28224","BR","Mhnet Telecom","201","Mhnet Telecom","5678","socks4","45","5004","2021-08-31T11:35:31.157Z"
"103.95.97.56","elite","AS136759","BD","Cosmopolitan Communications Limited","238","Cosmopolitan Communications Limited","5678","socks4","38","5002","2021-08-31T11:35:30.052Z"
"168.232.15.19","elite","AS264932","BR","Staynet Servicos De Internet Ltda - ME","157","Staynet Servicos De Internet Ltda - ME","5678","socks4","35","5001","2021-08-31T11:35:29.040Z"
"117.241.97.124","elite","AS9829","IN","BSNL Internet","N/A","N/A","5678","socks4","40","5001","2021-08-31T11:35:27.634Z"
"177.15.5.254","elite","AS53237","BR","Telecomunicacoes Brasileiras S. A. - Telebras","241","Máxima Segurança e Telecomunicações Ltda","5678","socks4","41","5002","2021-08-31T11:35:25.418Z"
"103.93.185.139","elite","AS10137","ID","METRASAT","773","N/A","5678","socks4","34","2749","2021-08-31T11:35:24.272Z"
"167.250.29.184","elite","AS265198","BR","Blue3 Tecnologia Eireli","218","Blue3 Tecnologia Eireli","5678","socks4","35","N/A","2021-08-31T11:35:21.787Z"
"163.53.150.138","elite","AS58923","BD","Intercloud","259","InterCloud ltd","5678","socks4","34","546","2021-08-31T11:35:20.843Z"
"177.144.183.174","elite","AS27699","BR","Vivo","252","TELEF�NICA BRASIL S.A","4153","socks4","35","5004","2021-08-31T11:35:19.592Z"
"109.87.221.45","elite","AS13188","UA","Triolan","194","AZ International LLC","5678","socks4","35","5001","2021-08-31T11:35:18.652Z"
"168.196.88.98","elite","AS264111","BR","RedeBr Telecom","175","RedeBr Telecom","5678","socks4","34","N/A","2021-08-31T11:35:17.916Z"
"170.0.60.7","elite","AS265008","BR","T F DA SILVA RAMOS TELECOMUNICAÔÔES E SISTEMA EPP","179","T F DA SILVA RAMOS TELECOMUNICAÇÕES E SISTEMA EPP","5678","socks4","45","N/A","2021-08-31T11:35:15.409Z"
"168.181.62.29","elite","AS265330","BR","Ponto a Ponto Telecom do Brasil","194","Tiago Do Nascimento da Cruz","4153","socks4","49","5001","2021-08-31T11:35:14.551Z"
"103.95.40.194","elite","AS58495","ID","X-NODE","250","N/A","5678","socks4","36","512","2021-08-31T11:35:12.951Z"
"14.115.107.96","elite","AS134775","CN","CHINANET Guangdong province Zhusanjiao MAN network","166","Chinanet GD","3629","socks4","36","5003","2021-08-31T11:35:12.228Z"
"103.95.97.42","elite","AS136759","BD","Cosmopolitan Communications Limited","235","Cosmopolitan Communications Limited","4153","socks4","47","N/A","2021-08-31T11:35:10.091Z"
"117.242.37.51","elite","AS9829","IN","BSNL Internet","279","N/A","5678","socks4","38","5001","2021-08-31T11:35:10.523Z"
"92.54.126.211","elite","AS35154","RU","KABINET internet workspace","222","Teleset-Servis Ltd.","3629","socks4","41","1631","2021-08-31T11:35:09.051Z"
"168.228.224.67","elite","AS264691","AR","Servicoop S.A.","191","Servicoop S.A","3629","socks4","37","5001","2021-08-31T11:35:07.244Z"
"92.52.180.77","elite","AS202103","UA","Lanet Network","189","Lanet Network Ltd","5678","socks4","34","5001","2021-08-31T11:35:05.093Z"
"14.207.6.251","elite","AS45758","TH","Triple T Internet Company Limited","208","Triple T Internet Company Limited","5678","socks4","36","5001","2021-08-31T11:35:04.940Z"
"117.212.194.93","elite","AS9829","IN","BSNL Internet","565","N/A","5678","socks4","56","N/A","2021-08-31T11:35:03.130Z"
"117.210.211.42","elite","AS9829","IN","BSNL Internet","296","N/A","5678","socks4","35","5002","2021-08-31T11:35:01.566Z"
"91.241.167.134","elite","AS51511","UA","Daughter Company of LLC Teleradio Company \"Traide-Express\"","204","TradeInet Ltd","5678","socks4","38","5003","2021-08-31T11:34:59.431Z"
"118.136.208.17","elite","AS23700","ID","Linknet-Fastnet ASN","201","FastNet512","5678","socks4","35","5003","2021-08-31T11:34:59.953Z"
"14.232.243.218","elite","AS45899","VN","VNPT","176","Vietnam Posts and Telecommunications Group","5678","socks4","35","5001","2021-08-31T11:34:57.637Z"
"117.252.21.223","elite","AS9829","IN","BSNL Internet","312","Cdma Project","5678","socks4","36","5001","2021-08-31T11:34:55.568Z"
"119.18.155.122","elite","AS55685","ID","PT. Jala Lintas Media","193","N/A","4145","socks4","34","N/A","2021-08-31T11:34:53.250Z"
"94.228.204.106","elite","AS48293","RU","Uniontel Ltd","223","Uniontel service","5678","socks4","36","5001","2021-08-31T11:34:53.714Z"
"77.238.210.30","elite","AS42560","BA","Telemach d.o.o. Sarajevo","174","HS HKB","3629","socks4","39","N/A","2021-08-31T11:34:52.015Z"
"14.207.56.73","elite","AS45758","TH","Triple T Internet Company Limited","N/A","Triple T Internet Company Limited","5678","socks4","34","5001","2021-08-31T11:34:51.211Z"
"12.7.35.10","elite","AS399759","US","AT&T Services","56","UBER WIELS, LLC","5678","socks4","34","119","2021-08-31T11:34:51.381Z"
"119.15.88.18","elite","AS24492","KH","WiCAM Corporation Ltd","221","WiCAM Corporation, LTD","5678","socks4","35","464","2021-08-31T11:34:50.035Z"
"119.110.205.244","elite","AS132280","TH","Symphony Communication Public Company Limited","208","Symphony Communication Plc.","5678","socks4","45","N/A","2021-08-31T11:34:50.998Z"
"122.154.105.73","elite","AS9931","TH","CAT Telecom Public Company Limited","203","CAT east","5678","socks4","38","N/A","2021-08-31T11:34:48.826Z"
"103.137.108.86","elite","AS138023","BD","Creation Online","268","Creation Online","5678","socks4","36","547","2021-08-31T11:34:48.159Z"
"93.99.163.118","elite","AS16019","CZ","UPC Czech","161","Fair-Net o.s., Hustopece","5678","socks4","35","825","2021-08-31T11:34:47.960Z"
"118.69.109.184","elite","AS18403","VN","Vietnam Internet Network Information Center","N/A","FPT Telecom Company","5678","socks4","35","832","2021-08-31T11:34:47.889Z"
"94.182.44.187","elite","AS31549","IR","Aria Shatel Company Ltd","264","Shtl NET DED","5678","socks4","35","5001","2021-08-31T11:34:46.550Z"
"103.142.110.62","elite","AS38758","ID","PT. HIPERNET INDODATA","223","PT. HIPERMEDIA TEKNOLOGI INDONESIA","5678","socks4","45","433","2021-08-31T11:34:45.676Z"
"103.138.165.134","elite","AS139026","BD","Shadhinota","233","Najmul Islam","5678","socks4","35","474","2021-08-31T11:34:42.041Z"
"103.130.199.18","elite","AS138077","ID","PT Abhinawa Sumberdaya Asia","190","PT Abhinawa Sumberdaya Asia","5678","socks4","35","N/A","2021-08-31T11:34:42.913Z"
"103.123.170.132","elite","AS138346","BD","Sajid Trading Ltd.","243","Sajid Trading Ltd","5678","socks4","36","490","2021-08-31T11:34:40.769Z"
"93.115.144.116","elite","AS43754","IR","Asiatech Data Transmission company","257","Asiatech Data Transmission Co.","5678","socks4","35","502","2021-08-31T11:34:40.664Z"
"93.184.8.46","elite","AS47253","PS","BCI Telecommunication & Advanced Technology Company","208","BNET network","5678","socks4","36","N/A","2021-08-31T11:34:39.292Z"
"103.135.90.78","elite","AS138638","BD","Md Faruk Hossain","257","Summit Communications Ltd","5678","socks4","38","N/A","2021-08-31T11:34:39.451Z"
"5.160.39.226","elite","AS42337","IR","RSPN","259","N/A","5678","socks4","37","N/A","2021-08-31T11:34:38.334Z"
"103.136.202.93","elite","AS138692","BD","Polly IT","279","POLLYIT","5678","socks4","35","N/A","2021-08-31T11:34:36.844Z"
"121.100.19.69","elite","AS9341","ID","NAP.Net.id - Network Access Point","N/A","N/A","5678","socks4","34","5000","2021-08-31T11:34:36.542Z"
"5.133.29.22","elite","AS199046","PS","JetNet for Information Technology and Telecommunications Limited Liability Comp","218","JETNET for Communication and Information Technology Ltd.","5678","socks4","36","455","2021-08-31T11:34:35.709Z"
"103.141.108.142","elite","AS138886","ID","Data Buana Nusantara","214","N/A","4145","socks4","35","N/A","2021-08-31T11:34:35.615Z"
"146.66.140.18","elite","AS199930","ES","Prophase Electronics","183","Wifibaleares","5678","socks4","35","5001","2021-08-31T11:34:34.113Z"
"5.190.235.204","elite","AS58224","IR","Iran Telecommunication Company PJS","238","ORG Ak159 Ripe","4153","socks4","36","481","2021-08-31T11:34:34.507Z"
"80.87.190.74","elite","AS35214","CZ","Oxid - I","169","N/A","5678","socks4","40","5002","2021-08-31T11:34:33.084Z"
"5.160.82.77","elite","AS42337","IR","Respina","242","N/A","30180","socks4","46","754","2021-08-31T11:34:33.458Z"
"5.83.104.170","elite","AS198898","IT","Seta S.R.L.","182","Seta S.R.L","4153","socks4","34","945","2021-08-31T11:34:31.882Z"
"14.226.56.237","elite","AS45899","VN","VNPT","N/A","Vietnam Posts and Telecommunications Group","5678","socks4","34","5001","2021-08-31T11:34:28.471Z"
"5.200.91.8","elite","AS56466","IR","Bahar Samaneh - BROADBANDUSER","255","N/A","5678","socks4","35","N/A","2021-08-31T11:34:28.657Z"
"5.182.39.88","elite","AS200019","MD","Alexhost SRL","N/A","Cloudatamd","9941","socks4","36","375","2021-08-31T11:34:27.558Z"
"80.250.6.7","elite","AS21430","CZ","WIA spol. s.r.o.","167","POP Hradec Kralove","57590","socks4","35","N/A","2021-08-31T11:34:27.466Z"
"80.241.44.34","elite","AS21299","KZ","2Day Telecom LLP","275","Orbita Plus LLP","5678","socks4","34","5000","2021-08-31T11:34:26.837Z"
"80.191.242.130","elite","AS58224","IR","Iran Telecommunication Company PJS","291","Information Technology Company","5678","socks4","45","N/A","2021-08-31T11:34:20.929Z"
"103.197.49.54","elite","AS59249","BD","Mowna Optical Fiber Network","237","Mowna Optical Fiber Network","5678","socks4","35","5002","2021-08-31T11:34:19.450Z"
"80.94.28.119","elite","AS204444","PL","LanTech Networks","180","pl.amsk","5678","socks4","36","5002","2021-08-31T11:34:18.255Z"
"221.227.162.47","elite","AS4134","CN","CHINANET jiangsu province network","161","N/A","5678","socks4","35","5001","2021-08-31T11:34:16.705Z"
"103.235.197.225","elite","AS4007","NP","Subisu Cablenet","296","Communications &  Nepal Pvt Ltd","5678","socks4","43","593","2021-08-31T11:34:13.672Z"
"81.2.47.181","elite","AS12332","RU","Primorye NET","306","N/A","4145","socks4","45","N/A","2021-08-31T11:34:12.520Z"
"103.193.198.232","elite","AS133275","IN","Gigantic Infotel Pvt Ltd","374","Gnwk","5678","socks4","35","N/A","2021-08-31T11:34:12.081Z"
"222.165.234.147","elite","AS24207","ID","PT NettoCyber Indonesia","193","N/A","52667","socks4","36","N/A","2021-08-31T11:34:11.092Z"
"14.168.81.76","elite","AS45899","VN","VNPT-VNNIC","180","VietNam Post and Telecom Corporation","5678","socks4","35","5001","2021-08-31T11:34:11.377Z"
"221.220.233.134","elite","AS4808","CN","China Unicom Beijing Province Network","163","N/A","5678","socks4","38","327","2021-08-31T11:34:10.223Z"
"103.17.38.154","elite","AS58813","BD","Dtech Limited","249","DTECH","5678","socks4","34","513","2021-08-31T11:34:10.577Z"
"79.125.162.222","elite","AS6821","MK","Makedonski Telekom AD-Skopje","185","MPT","5678","socks4","35","N/A","2021-08-31T11:34:10.103Z"
"217.113.31.170","elite","AS49800","AM","GNC","205","WEB Ltd","5678","socks4","45","439","2021-08-31T11:34:09.298Z"
"80.248.72.94","elite","AS30982","TG","Internet Numbers Authority","306","Internet Numbers Authority","5678","socks4","35","623","2021-08-31T11:34:09.264Z"
"217.219.179.53","elite","AS58224","IR","DCI","289","Medical Science Univercity Of Golestan","4153","socks4","38","N/A","2021-08-31T11:34:08.123Z"
"103.213.118.30","elite","AS38750","ID","Telemedia Dinamika Sarana","186","Pgas Telecommunications INT PTE LTD","5678","socks4","35","N/A","2021-08-31T11:34:07.717Z"
"41.191.226.86","elite","AS30844","KE","Liquid Telecommunications Ltd","412","Metropol","5678","socks4","29","5001","2021-08-31T11:34:07.644Z"
"103.23.34.191","elite","AS55699","ID","PT. Cemerlang Multimedia","184","N/A","4145","socks4","38","3187","2021-08-31T11:34:06.852Z"
"114.6.31.222","elite","AS4761","ID","PTP-ISAT","232","N/A","5678","socks4","68","478","2021-08-31T11:34:05.730Z"
"213.157.243.193","elite","AS21283","SI","A1 Slovenija","176","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","28","5001","2021-08-31T11:34:05.436Z"
"85.90.105.201","elite","AS15672","RU","JSC Telecom-TZ","216","ooo Polikom - StroyService","42055","socks4","31","5001","2021-08-31T11:34:03.008Z"
"115.127.65.178","elite","AS24342","BD","BRACNet Limited","265","bracNet","5678","socks4","61","5003","2021-08-31T11:34:02.891Z"
"41.191.226.14","elite","AS30844","KE","Liquid Telecommunications Ltd","425","Nation Media","5678","socks4","55","5001","2021-08-31T11:34:00.139Z"
"223.112.35.194","elite","AS56046","CN","China Mobile communications corporation","N/A","China Mobile","5678","socks4","40","3198","2021-08-31T11:33:58.170Z"
"82.196.23.49","elite","AS50818","FR","Muona SAS","154","MUONA","5678","socks4","45","5001","2021-08-31T11:33:57.273Z"
"115.127.121.198","elite","AS24342","BD","BRACNet Limited","311","BRACNet Limited","5678","socks4","35","N/A","2021-08-31T11:33:56.949Z"
"115.75.42.101","elite","AS7552","VN","VIETELxdsl","205","xDSL Services","5678","socks4","37","419","2021-08-31T11:33:54.252Z"
"115.78.8.36","elite","AS7552","VN","VIETELftth","N/A","N/A","5678","socks4","35","N/A","2021-08-31T11:33:53.107Z"
"41.190.45.218","elite","AS31856","ZW","YoAHRE","335","N/A","5678","socks4","34","5001","2021-08-31T11:33:52.631Z"
"84.2.64.156","elite","AS5483","HU","Magyar Telekom","N/A","N/A","5678","socks4","35","5001","2021-08-31T11:33:51.697Z"
"41.190.235.33","elite","AS37638","CD","Orioncom SPRL","344","N/A","5678","socks4","44","N/A","2021-08-31T11:33:46.531Z"
"217.66.199.219","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","254","Fanaptelecom Network","5678","socks4","34","5000","2021-08-31T11:33:44.495Z"
"41.60.235.238","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","312","Liquid Telecommunications Operations Limited","5678","socks4","34","5002","2021-08-31T11:33:43.735Z"
"114.96.77.41","elite","AS140527","CN","China Telecom","165","Chinanet AH","5678","socks4","34","5001","2021-08-31T11:33:42.395Z"
"191.209.127.193","elite","AS27699","BR","Vivo","219","TELEF�NICA BRASIL S.A","5678","socks4","34","N/A","2021-08-31T11:33:38.883Z"
"190.93.209.166","elite","AS28009","AR","Davitel S.A.","241","Davitel S.A","5678","socks4","46","524","2021-08-31T11:33:37.900Z"
"41.188.3.201","elite","AS37054","MG","Telecom Malagasy","N/A","Telecom Malagasy","5678","socks4","36","5001","2021-08-31T11:33:36.322Z"
"114.86.151.29","elite","AS4812","CN","China Telecom (Group)","N/A","Chinanet SH","4145","socks4","48","5002","2021-08-31T11:33:36.806Z"
"190.6.206.194","elite","AS27884","HN","Cablecolor S.A.","108","Cablecolor S.A","5678","socks4","35","5001","2021-08-31T11:33:35.028Z"
"85.196.251.212","elite","AS61307","EE","AS STV","180","STV Network","5678","socks4","34","5003","2021-08-31T11:33:34.603Z"
"85.198.104.242","elite","AS43903","RU","MEDIACOM Yaroslavl Site Network","193","N/A","5678","socks4","36","N/A","2021-08-31T11:33:27.321Z"
"190.7.141.66","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","112","EPM Telecomunicaciones S.A. E.S.P","40225","socks4","35","N/A","2021-08-31T11:33:27.824Z"
"87.121.77.67","elite","AS60784","BG","Neterra Ltd.","200","N/A","4145","socks4","35","N/A","2021-08-31T11:33:26.441Z"
"192.252.209.155","elite","AS46562","US","Performive LLC","94","Performive LLC","14455","socks4","45","5002","2021-08-31T11:33:25.491Z"
"84.241.59.225","elite","AS31549","IR","SHATEL DSL Network","220","Arya Rasana Tadbir Co.","5678","socks4","35","2196","2021-08-31T11:33:23.937Z"
"41.60.216.180","elite","AS30844","MZ","Maintainer Liquid Telecommunications Operations Limited","N/A","N/A","5678","socks4","45","5001","2021-08-31T11:33:20.503Z"
"85.208.232.58","elite","AS28716","IT","InChiaro","218","Francesco Ivaldi trading as Fiware","5678","socks4","36","5001","2021-08-31T11:33:20.963Z"
"190.220.17.34","elite","AS19037","AR","AMX Argentina S.A.","226","BSM TRANSPORTES SRL","44253","socks4","34","5940","2021-08-31T11:33:20.095Z"
"115.127.65.69","elite","AS24342","BD","BRACNet Limited","233","bracNet","45668","socks4","35","489","2021-08-31T11:33:19.695Z"
"103.105.78.136","elite","AS136874","ID","GARUDA","248","N/A","5678","socks4","49","618","2021-08-31T11:33:17.390Z"
"45.174.71.14","elite","AS265577","MX","Index Datacom S.a. De C.V.","30","Index Datacom S.a. De C.V","1080","socks4","34","N/A","2021-08-31T11:33:15.250Z"
"103.106.216.141","elite","AS137329","ID","Artha Lintas Data Mandiri","215","N/A","5678","socks4","36","N/A","2021-08-31T11:33:14.418Z"
"43.255.164.1","elite","AS135817","IN","Esto Broadband","271","Esto Internet private limited","5678","socks4","37","5001","2021-08-31T11:33:13.093Z"
"103.101.197.220","elite","AS63526","BD","Carnival Internet","300","N/A","5678","socks4","35","N/A","2021-08-31T11:33:13.435Z"
"103.105.55.238","elite","AS136873","ID","PT. Mega Artha Lintas Data","207","N/A","5678","socks4","35","N/A","2021-08-31T11:33:12.172Z"
"191.36.173.81","elite","AS263336","BR","EXTREME WI","181","EXTREME WI","5678","socks4","35","369","2021-08-31T11:33:11.830Z"
"103.102.15.165","elite","AS137331","ID","GLOBALMEDIANET","190","N/A","1080","socks4","35","384","2021-08-31T11:33:11.232Z"
"106.225.148.50","elite","AS134238","CN","CHINANET Jiangx province IDC network","179","Chinanet JX","5678","socks4","35","5002","2021-08-31T11:33:10.815Z"
"103.108.98.1","elite","AS137150","IN","Wingsnet Internet Pvt. Ltd","293","Wingsnet Internet Pvt. Ltd.","38077","socks4","36","N/A","2021-08-31T11:33:09.152Z"
"103.100.188.108","elite","AS17911","PK","Brain NET","291","Link2Net Solutions (Pvt.) Ltd","5678","socks4","35","N/A","2021-08-31T11:33:07.906Z"
"45.112.125.59","elite","AS58369","ID","FIBERNET","198","N/A","4145","socks4","45","2908","2021-08-31T11:33:06.074Z"
"105.213.97.122","elite","AS16637","ZA","MTN SA","302","MTN SA","5678","socks4","46","N/A","2021-08-31T11:33:05.192Z"
"103.112.53.194","elite","AS63526","BD","Carnival Internet","257","N/A","5678","socks4","34","N/A","2021-08-31T11:33:05.218Z"
"77.252.26.82","elite","AS12741","PL","NETIA","N/A","N/A","5678","socks4","36","5008","2021-08-31T11:33:04.120Z"
"41.170.12.92","elite","AS36937","ZA","Liquid Telecommunications South Africa (Pty) Ltd","306","Liquid Telecommunications Operations Limited","49142","socks4","36","N/A","2021-08-31T11:33:03.398Z"
"103.94.67.196","elite","AS134013","IN","Mass Computer","322","N/A","5678","socks4","35","N/A","2021-08-31T11:33:02.487Z"
"201.217.55.97","elite","AS27866","PY","CO.PA.CO","272","Gobernacion del Alto Parana","43110","socks4","37","N/A","2021-08-31T11:33:02.060Z"
"106.42.108.45","elite","AS4134","CN","Chinanet","212","Chinanet HN","5678","socks4","35","5000","2021-08-31T11:33:01.471Z"
"45.224.108.67","elite","AS266911","BR","VicNet Telecom","195","VicNet Telecom","5678","socks4","34","N/A","2021-08-31T11:33:00.866Z"
"201.219.154.66","elite","AS20015","CL","FullCom S.A.","277","Netline","5678","socks4","35","N/A","2021-08-31T11:33:00.929Z"
