ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"102.88.4.234","elite","AS29465","NG","MTN NIGERIA Communication limited","256","N/A","5678","socks4","35","605","2021-08-31T11:17:15.881Z"
"178.150.236.253","elite","AS13188","UA","Triolan","188","N/A","5678","socks4","45","5001","2021-08-31T11:17:15.468Z"
"103.101.82.178","elite","AS137236","KH","Turbotech CO.","201","TBT PST","5678","socks4","35","405","2021-08-31T11:17:14.373Z"
"103.101.116.129","elite","AS133676","IN","Gstech Software Systems Pvt Ltd","252","Gstech Software Systems Pvt Ltd","5678","socks4","35","N/A","2021-08-31T11:17:13.271Z"
"102.66.161.240","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","315","Herotel","5678","socks4","34","5001","2021-08-31T11:17:10.671Z"
"85.49.16.193","elite","AS12479","ES","Uni2 1","163","N/A","5678","socks4","34","340","2021-08-31T11:17:10.845Z"
"82.147.153.8","elite","AS8717","BG","A1 Bulgaria EAD","182","Orbitel customer and internal","4153","socks4","59","3179","2021-08-31T11:17:09.913Z"
"177.70.202.155","elite","AS28359","BR","L M TIKO KAMIDE - SVA","208","L M TIKO KAMIDE - SVA","5678","socks4","32","5001","2021-08-31T11:17:09.802Z"
"83.221.194.43","elite","AS21479","RU","RTK","229","PJSC Rostelecom","5678","socks4","29","1239","2021-08-31T11:17:06.059Z"
"218.17.228.108","elite","AS4134","CN","Chinanet","183","The Xiufeng Spends A Holiday the BIG Plum in Limited Company","1080","socks4","34","5004","2021-08-31T11:17:05.106Z"
"85.185.152.146","elite","AS58224","IR","Iran Telecommunication Company PJS","249","Bushehruniversityofmedicalsciences","4145","socks4","29","N/A","2021-08-31T11:17:04.083Z"
"103.110.109.75","elite","AS136238","MV","SatLink Pvt Ltd","251","HA HDH SH N Atoll","1080","socks4","50","519","2021-08-31T11:17:03.260Z"
"153.36.191.153","elite","AS4837","CN","China Unicom Jiangsu Province Network","187","N/A","5678","socks4","34","5001","2021-08-31T11:17:02.502Z"
"85.135.95.218","elite","AS30764","CZ","PODA a.s.","166","PODA","4145","socks4","31","N/A","2021-08-31T11:17:01.507Z"
"86.57.165.148","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","197","Byfly Grodno Static","5678","socks4","35","5001","2021-08-31T11:17:00.748Z"
"77.238.209.58","elite","AS42560","BA","Telemach d.o.o. Sarajevo","176","HS HKB","5678","socks4","44","5004","2021-08-31T11:17:00.380Z"
"220.247.174.42","elite","AS9341","ID","PT Indonesia Comnets Plus","216","Iconpln","5678","socks4","34","N/A","2021-08-31T11:16:59.495Z"
"217.66.196.83","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","282","Fanaptelecom Network","5678","socks4","35","5001","2021-08-31T11:16:57.486Z"
"84.11.96.234","elite","AS29259","DE","IABG mbH","823","IABG mbH","5678","socks4","45","5002","2021-08-31T11:16:55.050Z"
"154.120.196.56","elite","AS30844","KE","LIQUID-SATHUB","983","N/A","5678","socks4","38","2086","2021-08-31T11:16:55.221Z"
"76.87.232.204","elite","AS20001","US","Spectrum","N/A","Road Runner","5678","socks4","47","5001","2021-08-31T11:16:54.735Z"
"154.119.148.48","elite","AS327745","ZA","WiFibre Pty Ltd","310","WiFibre Pty Ltd","5678","socks4","34","5002","2021-08-31T11:16:50.054Z"
"213.91.182.191","elite","AS8866","BG","BTC-NET Ltd.","187","Delta Ltd.","5678","socks4","35","5001","2021-08-31T11:16:50.109Z"
"85.185.237.83","elite","AS58224","IR","Iran Telecommunication Company PJS","N/A","Information Technology Company","5678","socks4","45","5001","2021-08-31T11:16:47.116Z"
"154.74.134.138","elite","AS37035","TZ","MIC Tanzania PLC","297","MIC Tanzania LTD PLC","5678","socks4","34","594","2021-08-31T11:16:44.038Z"
"217.165.63.247","elite","AS5384","AE","Emirates Telecommunications Corporation","272","Emirates Telecommunications Corporation","5678","socks4","39","5001","2021-08-31T11:16:44.436Z"
"151.232.43.94","elite","AS58224","IR","Iran Telecommunication Company PJS","238","Iran Telecommunication Company PJS","5678","socks4","35","5001","2021-08-31T11:16:42.481Z"
"75.139.152.162","elite","AS20115","US","Charter Communications","80","Spectrum","5678","socks4","36","5001","2021-08-31T11:16:39.577Z"
"212.92.15.94","elite","AS8990","HU","Antenna Hungaria","178","Szivarvanynet LTD","5678","socks4","35","N/A","2021-08-31T11:16:38.793Z"
"221.178.132.22","elite","AS56046","CN","China Mobile communications corporation","205","China Mobile","5678","socks4","34","5001","2021-08-31T11:16:37.988Z"
"154.118.55.210","elite","AS37340","NG","SP 118","268","N/A","5678","socks4","45","623","2021-08-31T11:16:36.207Z"
"159.196.103.230","elite","AS4764","AU","Aussie Broadband","150","Aussie Broadband Ltd","5678","socks4","37","N/A","2021-08-31T11:16:36.905Z"
"153.36.24.204","elite","AS4837","CN","China Unicom Jiangsu Province Network","185","N/A","5678","socks4","35","5000","2021-08-31T11:16:34.653Z"
"77.231.171.44","elite","AS12430","ES","Vodafone Espana S.A.U.","172","Redegal SL","5678","socks4","37","354","2021-08-31T11:16:34.243Z"
"77.48.74.11","elite","AS16019","CZ","Vodafone Czech Republic","176","PLnet s.r.o.","5678","socks4","38","367","2021-08-31T11:16:33.274Z"
"217.29.18.206","elite","AS29061","KG","Saimanet Telecomunications","238","SAIMANET StaticSubscribers","4145","socks4","35","N/A","2021-08-31T11:16:32.309Z"
"71.43.36.238","elite","AS33363","US","Charter Communications","101","Spectrum","5678","socks4","37","5001","2021-08-31T11:16:32.282Z"
"190.7.231.210","elite","AS27881","AR","Ipnext S.A","204","IPNEXT S.A. - Servers and Network Management IPs","4145","socks4","35","N/A","2021-08-31T11:16:31.259Z"
"45.125.116.185","elite","AS132556","IN","Limras Eronet Broadband Service Private limited","239","Limras Eronet Broadband Service Private Limited","5678","socks4","37","N/A","2021-08-31T11:16:30.006Z"
"190.7.144.187","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","39","N/A","2021-08-31T11:16:30.361Z"
"190.217.1.53","elite","AS269974","VE","Lan-online C.A.","N/A","Lan-online C.A","55170","socks4","34","N/A","2021-08-31T11:16:29.055Z"
"190.61.52.169","elite","AS52468","CR","Ufinet Panama S.A.","131","Ufinet Costa Rica, S. A","5678","socks4","45","268","2021-08-31T11:16:29.816Z"
"43.247.20.173","elite","AS24523","ID","PT Orion Cyber Internet","195","N/A","5678","socks4","34","N/A","2021-08-31T11:16:27.434Z"
"117.196.231.153","elite","AS9829","IN","Bharat Sanchar Nigam Ltd","329","BSNL BBoWIFI services","5678","socks4","35","740","2021-08-31T11:16:27.370Z"
"43.246.162.249","elite","AS136639","IN","Skynet India Internet Services","262","Skynet India","5678","socks4","34","514","2021-08-31T11:16:26.752Z"
"77.108.78.18","elite","AS8732","RU","comcor.ru","186","N/A","48079","socks4","34","5001","2021-08-31T11:16:25.081Z"
"117.241.99.30","elite","AS9829","IN","BSNL Internet","290","N/A","5678","socks4","38","5001","2021-08-31T11:16:25.484Z"
"45.174.71.2","elite","AS265577","MX","Index Datacom S.a. De C.V.","31","Index Datacom S.a. De C.V","1080","socks4","45","N/A","2021-08-31T11:16:24.348Z"
"45.220.2.203","elite","AS327901","ZA","Level 7 Wireless (Pty) Ltd","321","Level","5678","socks4","34","1970","2021-08-31T11:16:23.091Z"
"36.94.181.125","elite","AS7713","ID","PT. Telekomunikasi Indonesia","249","Telekomunikasi Indonesia","5678","socks4","35","5001","2021-08-31T11:16:19.425Z"
"117.210.211.218","elite","AS9829","IN","BSNL Internet","N/A","N/A","5678","socks4","34","5003","2021-08-31T11:16:19.535Z"
"45.117.207.22","elite","AS17747","IN","SRD Properties Pvt Ltd","261","SRD Properties Pvt Ltd","5678","socks4","41","N/A","2021-08-31T11:16:18.704Z"
"45.227.209.34","elite","AS267029","BR","Next Network Telecomunicacao Ltda-me","204","Next Network Telecomunicacao Ltda-me","5678","socks4","35","5001","2021-08-31T11:16:17.556Z"
